,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
104583,Dasineura fraxini,,Insecta,464834,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Nematocera,Sciaroidea,Cecidomyiidae,Cecidomyiinae,Lasiopteridi,Dasineurini,,Dasineura,,Dasineura fraxini,,,,
104590,Syricoris,,Insecta,205961,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Olethreutinae,,Olethreutini,,Syricoris,,,,,,
104605,Platambus maculatus,,Insecta,505396,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Dytiscoidea,Dytiscidae,Agabinae,,Agabini,,Platambus,,Platambus maculatus,,,,
104660,Incurvaria,,Insecta,205347,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Adeloidea,Incurvariidae,,,,,Incurvaria,,,,,,
104819,Agrostidinae,,Plantae,1138128,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Poeae,Agrostidinae,,,,,,,
104852,Muschampia floccifera,Pietinė hesperija,Insecta,1321828,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Pyrginae,,Carcharodini,Carcharodina,Muschampia,,Muschampia floccifera,,,,
104950,Pegomya testacea,,Insecta,931424,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Muscoidea,Anthomyiidae,,,,,Pegomya,,Pegomya testacea,,,,
104996,Didysmachus picipes,,Insecta,780169,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Asiloidea,Asilidae,Asilinae,,,,Didysmachus,,Didysmachus picipes,,,,
105004,Torminalis,,Plantae,1070219,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,,Maleae,,Torminalis,,,,,,
105062,Fraxinus caroliniana,,Plantae,163079,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Oleaceae,,,,,Fraxinus,,Fraxinus caroliniana,,,,
105117,Oxyloma elegans,Grakščioji gintarė,Mollusca,451596,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Succineoidea,Succineidae,Oxylomatinae,,,,Oxyloma,,Oxyloma elegans,,,,
105125,Lytta vesicatoria,,Insecta,68005,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Meloidae,Meloinae,,Lyttini,,Lytta,,Lytta vesicatoria,,,,
105127,Gordius aquaticus,,Animalia,927123,Animalia,Nematomorpha,,,Gordioida,,,Gordioidea,,,Gordiidae,,,,,Gordius,,Gordius aquaticus,,,,
105214,Munnozia,,Plantae,132483,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Vernonioideae,,Liabeae,Munnoziinae,Munnozia,,,,,,
105261,Pechipogo strigilata,Ūsuotasis sprindinis naktinukas,Insecta,470899,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Herminiinae,,,,Pechipogo,,Pechipogo strigilata,,,,
105341,Gypsophila patrinii,,Plantae,779059,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Caryophylleae,,Gypsophila,,Gypsophila patrinii,,,,
105351,Discomedusae,,Animalia,551480,Animalia,Cnidaria,,,Scyphozoa,Discomedusae,,,,,,,,,,,,,,,,
105526,Oligostomis reticulata,,Insecta,871564,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Integripalpia,Phryganeoidea,Phryganeidae,,,,,Oligostomis,,Oligostomis reticulata,,,,
105605,Menispermum,,Plantae,130899,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Menispermaceae,,,,,Menispermum,,,,,,
105608,Hemerocallis,Viendienė,Plantae,82826,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asphodelaceae,Hemerocallidoideae,,,,Hemerocallis,,,,,,
105636,Trentepohliales,,Plantae,68609,Plantae,Chlorophyta,,,Ulvophyceae,,,Trentepohliales,,,,,,,,,,,,,,
105686,Anthoxanthum,Stumbražolė,Plantae,71973,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Poeae,Anthoxanthinae,Anthoxanthum,,,,,,
105725,Hydriomena furcata,Blindinė Cidarija,Insecta,221602,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,,Hydriomenini,,Hydriomena,,Hydriomena furcata,,,,
105734,Euphyia unangulata,Žliūginė Cidarija,Insecta,120272,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,,Epirrhoini,,Euphyia,,Euphyia unangulata,,,,
105766,Carduus acanthoides,Dygliuotasis dagys,Plantae,76006,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,,Cardueae,Carduinae,Carduus,,Carduus acanthoides,,,,
105869,Achillea nobilis,Kilnioji kraujažolė,Plantae,157927,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Anthemideae,Matricariinae,Achillea,,Achillea nobilis,,,,
105902,Amaranthus palmeri,,Plantae,75397,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Amaranthaceae,Amaranthoideae,,,,Amaranthus,,Amaranthus palmeri,,,,
105927,Mycelis,,Plantae,48544,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Cichorieae,Lactucinae,Mycelis,,,,,,
105929,Cucurbita,Agurotis,Plantae,55425,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Cucurbitales,,,Cucurbitaceae,,,Cucurbiteae,,Cucurbita,,,,,,
105961,Acer opalus,,Plantae,198881,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,Sapindaceae,,,,,Acer,,Acer opalus,,,,
105963,Sanvitalia,,Plantae,72341,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Heliantheae,Zinniinae,Sanvitalia,,,,,,
105993,Baccharis sarothroides,,Plantae,52108,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Astereae,Baccharidinae,Baccharis,,Baccharis sarothroides,,,,
106005,Gaillardia pulchella,Puošnioji gailiardija,Plantae,51768,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Helenieae,Gaillardiinae,Gaillardia,,Gaillardia pulchella,,,,
106009,Iresine,,Plantae,130871,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Amaranthaceae,Gomphrenoideae,,,,Iresine,,,,,,
106013,Buddleja davidii,Paprastoji budlėja,Plantae,75916,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Scrophulariaceae,,,Buddlejeae,,Buddleja,,Buddleja davidii,,,,
106104,Spiraea douglasii,Šlaitinė lanksva,Plantae,62493,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,,Spiraeeae,,Spiraea,,Spiraea douglasii,,,,
106137,Iris,,Plantae,1184312,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Iridaceae,Iridoideae,,Irideae,,Iris,,,,,,
106169,Lonicera,,Plantae,1072574,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,,,Lonicera,,,,,,
106190,Lonicera tatarica,Totorinis sausmedis,Plantae,77836,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,,,Lonicera,,Lonicera tatarica,,,,
106230,Diacanthous undulatus,,Insecta,967273,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Dendrometrinae,,Dendrometrini,Hemicrepidiina,Diacanthous,,Diacanthous undulatus,,,,
106300,Aruncus,Arunkas,Plantae,71989,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,,Spiraeeae,,Aruncus,,,,,,
106307,Euphorbia epithymoides,,Plantae,162820,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Euphorbiaceae,Euphorbioideae,,Euphorbieae,Euphorbiinae,Euphorbia,,Euphorbia epithymoides,,,,
106380,Arctia plantaginis,Juodmargė meškutė,Insecta,824510,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Arctiinae,,Arctiini,Arctiina,Arctia,,Arctia plantaginis,,,,
106383,Andricus inflator,,Insecta,127731,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Cynipoidea,Cynipidae,Cynipinae,,Cynipini,,Andricus,,Andricus inflator,,,,
106402,Crioceris asparagi,Paprastasis Smidrinukas,Insecta,127309,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Criocerinae,,Criocerini,,Crioceris,,Crioceris asparagi,,,,
106409,Crustulina guttata,,Arachnida,318919,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Theridiidae,,,,,Crustulina,,Crustulina guttata,,,,
106414,Hypsosinga pygmaea,Mažasis Lakavoris,Arachnida,153556,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Araneidae,Araneinae,,,,Hypsosinga,,Hypsosinga pygmaea,,,,
106417,Pityohyphantes phrygianus,,Arachnida,784295,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Linyphiidae,Linyphiinae,,,,Pityohyphantes,,Pityohyphantes phrygianus,,,,
106418,Parasteatoda lunata,Dryžuotasis storapilvis,Arachnida,737697,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Theridiidae,,,,,Parasteatoda,,Parasteatoda lunata,,,,
106420,Pseudeuophrys erratica,Klajoklinis blaustūnas,Arachnida,360735,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,,Euophryini,,Pseudeuophrys,,Pseudeuophrys erratica,,,,
106424,Lasaeola,,Arachnida,172559,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Theridiidae,Hadrotarsinae,,,,Lasaeola,,,,,,
106427,Phrurolithus festivus,,Arachnida,354269,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Corinnoidea,Phrurolithidae,,,,,Phrurolithus,,Phrurolithus festivus,,,,
106453,Platysomatini,,Insecta,373780,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Histeroidea,Histeridae,Histerinae,,Platysomatini,,,,,,,,
106483,Leptinella dioica,,Plantae,403352,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Anthemideae,Cotulinae,Leptinella,,Leptinella dioica,,,,
106533,Rostraria,,Plantae,60290,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Poeae,Aveninae,Rostraria,,,,,,
106588,Altica carinthiaca,Pelėžirninė didspragė,Insecta,987378,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Galerucinae,,Alticini,Alticina,Altica,,Altica carinthiaca,,,,
106625,Eriophyinae,,Arachnida,560190,Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Acariformes,Endeostigmata,,Eriophyoidea,Eriophyidae,Eriophyinae,,,,,,,,,,
106628,Ephemeridae,Dugnarausiai lašalai,Insecta,48008,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Ephemeroptera,,Ephemeroidea,Ephemeridae,,,,,,,,,,,
106666,Coleophora hemerobiella,,Insecta,492248,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Gelechioidea,Coleophoridae,Coleophorinae,,,,Coleophora,,Coleophora hemerobiella,,,,
106694,Violella fucata,Rusvasis mikoblastas,Fungi,532525,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Tephromelataceae,,,,,Violella,,Violella fucata,,,,
106702,Hedya pruniana,Slyvinė hedija,Insecta,474514,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Olethreutinae,,Olethreutini,,Hedya,,Hedya pruniana,,,,
106749,Pyrularia pubera,,Plantae,167631,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Santalales,,,Santalaceae,,,,,Pyrularia,,Pyrularia pubera,,,,
106791,Chaoborus,,Insecta,129899,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Nematocera,Culicoidea,Chaoboridae,,,,,Chaoborus,,,,,,
106821,Torilis arvensis,,Plantae,56846,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,,Scandiceae,Torilidinae,Torilis,,Torilis arvensis,,,,
106822,Eupithecia exiguata,,Insecta,1338818,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,,Eupitheciini,,Eupithecia,,,,,,
106831,Notodonta torva,Pilkasis kuoduotis,Insecta,143112,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Notodontidae,Notodontinae,,,,Notodonta,,Notodonta torva,,,,
106833,Cardamine macrophylla,,Plantae,515416,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Cardamineae,,Cardamine,,Cardamine macrophylla,,,,
106855,Cornus drummondii,,Plantae,54776,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Cornales,,,Cornaceae,,,,,Cornus,,Cornus drummondii,,,,
106873,Galium aparine,,Plantae,1403902,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Rubiaceae,Rubioideae,,Rubieae,,Galium,,,,,,
106950,Chaenostoma,,Plantae,516915,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Scrophulariaceae,,,Limoselleae,,Chaenostoma,,,,,,
107012,Potentillinae,,Plantae,975960,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,,Potentilleae,Potentillinae,,,,,,,
107065,Blapstinus,,Insecta,173324,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Tenebrionidae,Tenebrioninae,,Opatrini,,Blapstinus,,,,,,
107081,Polydrusus impressifrons,,Insecta,228590,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,,Polydrusini,,Polydrusus,,Polydrusus impressifrons,,,,
107151,Lecythis,,Plantae,83446,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Lecythidaceae,,,,,Lecythis,,,,,,
107178,Harpalus pumilus,,Insecta,498545,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Harpalinae,,Harpalini,Harpalina,Harpalus,,Harpalus pumilus,,,,
107182,Melandrya dubia,Lazdyninis Niūravabalis,Insecta,709173,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Melandryidae,Melandryinae,,Melandryini,,Melandrya,,Melandrya dubia,,,,
107263,Podabrus,,Insecta,57768,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Cantharidae,Cantharinae,,Podabrini,,Podabrus,,,,,,
107296,Latridiinae,,Insecta,373345,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Latridiidae,Latridiinae,,,,,,,,,,
107355,Neoboletus,Perkūnbaravykis,Fungi,553906,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Boletaceae,,,,,Neoboletus,,,,,,
107386,Eristalis oestracea,,Insecta,735403,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Eristalini,Eristalina,Eristalis,,Eristalis oestracea,,,,
107406,Melampyrum sylvaticum,Miškinis kūpolis,Plantae,131612,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,,Rhinantheae,,Melampyrum,,Melampyrum sylvaticum,,,,
107414,Borkhausenia minutella,Geltondėmė borkhauzenija,Insecta,321949,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Gelechioidea,Oecophoridae,Oecophorinae,,Oecophorini,,Borkhausenia,,Borkhausenia minutella,,,,
107430,Sibinia pellucens,,Insecta,607680,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Curculioninae,,Tychiini,Tychiina,Sibinia,,Sibinia pellucens,,,,
107443,Thyraylia nana,,Insecta,453612,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Tortricinae,,Cochylini,Cochylina,Thyraylia,,Thyraylia nana,,,,
107478,Annulipalpia,,Insecta,372846,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Annulipalpia,,,,,,,,,,,,,
107479,Aphrophora salicina,Karklinė cikada,Insecta,510850,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Cercopoidea,Aphrophoridae,Aphrophorinae,,Aphrophorini,,Aphrophora,,Aphrophora salicina,,,,
107513,Parallelomma paridis,,Insecta,1121174,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Muscoidea,Scathophagidae,Delininae,,,,Parallelomma,,Parallelomma paridis,,,,
107540,Silene chalcedonica,Goštautinė gaisrena,Plantae,406034,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,,Sileneae,,Silene,,Silene chalcedonica,,,,
107559,Septoria,Septorija,Fungi,327977,Fungi,Ascomycota,Pezizomycotina,,Dothideomycetes,Dothideomycetidae,,Capnodiales,,,Mycosphaerellaceae,,,,,Septoria,,,,,,
107565,Heliconiinae,,Insecta,60854,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,,,,,,,,,,
107595,Glocianus punctiger,,Insecta,178112,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Ceutorhynchinae,,Ceutorhynchini,,Glocianus,,Glocianus punctiger,,,,
107628,Ranunculus californicus,,Plantae,52173,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Ranunculeae,,Ranunculus,,Ranunculus californicus,,,,
107631,Obrium brunneum,Eglinis rusvūnas,Insecta,547847,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Cerambycinae,,Obriini,,Obrium,,Obrium brunneum,,,,
107643,Limnephilus sparsus,,Insecta,498614,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,,Limnephilini,,Limnephilus,,Limnephilus sparsus,,,,
107680,Grypocoris,,Insecta,204702,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Mirinae,,Mirini,,Grypocoris,,,,,,
107706,Dendroxena quadrimaculata,Keturtaškis maitvabalis,Insecta,362481,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Silphidae,Silphinae,,,,Dendroxena,,Dendroxena quadrimaculata,,,,
107817,Rosa glauca,,Plantae,204398,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,,Roseae,,Rosa,,Rosa glauca,,,,
107918,Hypsosinga,,Arachnida,153570,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Araneidae,Araneinae,,,,Hypsosinga,,,,,,
107922,Lepyronia quadrangularis,,Insecta,203417,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Cercopoidea,Aphrophoridae,Aphrophorinae,,Cloviini,,Lepyronia,,Lepyronia quadrangularis,,,,
107942,Dryops,,Insecta,456158,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Byrrhoidea,Dryopidae,,,,,Dryops,,,,,,
108015,Neria,,Insecta,547142,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Nerioidea,Micropezidae,Calobatinae,,,,Neria,,,,,,
108032,Limnia,,Insecta,127179,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Sciomyzoidea,Sciomyzidae,,,Tetanocerini,,Limnia,,,,,,
108067,Tetanocera,,Insecta,142276,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Sciomyzoidea,Sciomyzidae,,,Tetanocerini,,Tetanocera,,,,,,
108117,Acantholycosa,,Arachnida,420012,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Lycosoidea,Lycosidae,Pardosinae,,,,Acantholycosa,,,,,,
108173,Uromyces geranii,Snaputinė rūdelė,Fungi,320857,Fungi,Basidiomycota,Pucciniomycotina,,Pucciniomycetes,,,Pucciniales,Uredinineae,,Pucciniaceae,,,,,Uromyces,,Uromyces geranii,,,,
108180,Coenonympha hero,Rudaakis satyriukas,Insecta,349377,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Satyrinae,,Satyrini,Coenonymphina,Coenonympha,,Coenonympha hero,,,,
108186,Ctenicera,,Insecta,174086,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Dendrometrinae,,Prosternini,,Ctenicera,,,,,,
108197,Fannia lustrator,,Insecta,860646,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Muscoidea,Fanniidae,,,,,Fannia,,Fannia lustrator,,,,
108203,Erysiphaceae,Milteniniai,Fungi,55525,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Erysiphaceae,,,,,,,,,,,
108227,Euhirudinea,Tikrosios Dėlės,Animalia,130855,Animalia,Annelida,,,Clitellata,Hirudinea,,,,,,,,,,,,,,,,
108327,Corylophidae,,Insecta,174370,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Corylophidae,,,,,,,,,,,
108339,Nematopogon robertella,Tamsioji ilgaūsė makštinė kandis,Insecta,357167,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Adeloidea,Adelidae,Nematopogoninae,,,,Nematopogon,,Nematopogon robertella,,,,
108350,Cryptocephalus moraei,Jonažolinis paslėptagalvis,Insecta,497489,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Cryptocephalinae,,Cryptocephalini,Cryptocephalina,Cryptocephalus,,Cryptocephalus moraei,,,,
108355,Puccinia pulverulenta,,Fungi,379878,Fungi,Basidiomycota,Pucciniomycotina,,Pucciniomycetes,,,Pucciniales,Uredinineae,,Pucciniaceae,,,,,Puccinia,,Puccinia pulverulenta,,,,
108372,Opisthograptis luteolata,Geltonasis sprindžius,Insecta,59588,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,,Epionini,,Opisthograptis,,Opisthograptis luteolata,,,,
108409,Carpocorini,,Insecta,194651,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,,Carpocorini,,,,,,,,
108419,Blumeria graminis,Javinė blumerija,Fungi,326134,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Erysiphaceae,,,Blumerieae,,Blumeria,,Blumeria graminis,,,,
108438,Mycena leptocephala,Aitriakvapė šalmabudė,Fungi,63470,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Mycenaceae,,,,,Mycena,,Mycena leptocephala,,,,
108440,Haplodrassus,,Arachnida,153618,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Gnaphosoidea,Gnaphosidae,,,,,Haplodrassus,,,,,,
108468,Agonopterix propinquella,Bajorinis juodadėmis agonopteriksas,Insecta,544650,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Gelechioidea,Depressariidae,Depressariinae,,,,Agonopterix,,Agonopterix propinquella,,,,
108528,Cotoneaster divaricatus,Skėstašakis kaulenis,Plantae,160947,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,,Maleae,,Cotoneaster,,Cotoneaster divaricatus,,,,
108542,Tachyporus chrysomelinus,,Insecta,1018522,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Tachyporinae,,Tachyporini,,Tachyporus,,Tachyporus chrysomelinus,,,,
108602,Ruta,Rūta,Plantae,72336,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,Rutaceae,Rutoideae,,,,Ruta,,,,,,
108674,Parietaria,,Plantae,57282,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Urticaceae,,,,,Parietaria,,,,,,
108687,Psilothrix,,Insecta,326529,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cleroidea,Melyridae,Dasytinae,,Dasytini,,Psilothrix,,,,,,
